Scenario;Duration (h);Time Steps;# Buses;# Generators;# Loads;# AC Lines;# Transformers;# Contingencies;Total Load (pu);Total Generation (pu);Grid Size;Status;Description
Processing scenario_113.json in C3E1N00073D2;48.0;48;73;154;51;105;15;2;6.954.775.281.722.680;27.323.285.677.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 48.0 hours. It has 154 producers and 51 consumers. Total initial active load is 69.548 pu and reactive load is 33.684 pu. The generators produce 27.323 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_123.json in C3E1N00073D2;48.0;48;73;154;51;105;15;2;7.952.820.849.681.610;39.020.405;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 48.0 hours. It has 154 producers and 51 consumers. Total initial active load is 79.528 pu and reactive load is 38.517 pu. The generators produce 3.902 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_112.json in C3E1N00073D2;48.0;48;73;154;51;105;15;2;6.706.838.803.515.300;1.131.288.337;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 48.0 hours. It has 154 producers and 51 consumers. Total initial active load is 67.068 pu and reactive load is 32.483 pu. The generators produce 11.313 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_111.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;0.8131084793461255;0.5672500012999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.813 pu and reactive load is 0.394 pu. The generators produce 0.567 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_130.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;10.344.340.284.505.900;0.44733001429999997;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.034 pu and reactive load is 0.501 pu. The generators produce 0.447 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_120.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;1.120.126.401.756.750;0.5782500043;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.120 pu and reactive load is 0.543 pu. The generators produce 0.578 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_124.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;0.9347900202393237;0.48025001429999997;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.935 pu and reactive load is 0.453 pu. The generators produce 0.480 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_122.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;0.644148098788829;0.5597000142999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.644 pu and reactive load is 0.312 pu. The generators produce 0.560 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_117.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;0.9210490959359259;0.46826001329999994;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.921 pu and reactive load is 0.446 pu. The generators produce 0.468 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_113.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;11.414.733.992.627.000;0.5382800093;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.141 pu and reactive load is 0.553 pu. The generators produce 0.538 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_114.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;0.9744794652202874;0.7725000142999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.974 pu and reactive load is 0.472 pu. The generators produce 0.773 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_118.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;11.294.947.485.321.100;0.5684500103;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.129 pu and reactive load is 0.547 pu. The generators produce 0.568 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_112.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;106.600.733.867.726;0.7725000142999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.066 pu and reactive load is 0.516 pu. The generators produce 0.773 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_129.json in C3E1N00014D2;48.0;48;14;6;11;17;20;12;11.629.864.563.104.200;0.5674000143;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 48.0 hours. It has 6 producers and 11 consumers. Total initial active load is 1.163 pu and reactive load is 0.563 pu. The generators produce 0.567 pu initially. There are 17 AC lines, 20 transformers, and 12 contingency cases. 
Processing scenario_050.json in C3E1N06049D3;168.0;42;6049;468;3368;4920;3086;3884;23.199.946.805.057.700;20.028.388.592.470.200;Large;Valid;This is a Large grid with 6049 buses and a planning horizon of 168.0 hours. It has 468 producers and 3368 consumers. Total initial active load is 231.999 pu and reactive load is 76.255 pu. The generators produce 200.284 pu initially. There are 4920 AC lines, 3086 transformers, and 3884 contingency cases. 
Processing scenario_101.json in C3E1N06049D3;168.0;42;6049;803;3368;4920;3086;3884;23.043.961.857.661.200;1.920.298.004.921.710;Large;Valid;This is a Large grid with 6049 buses and a planning horizon of 168.0 hours. It has 803 producers and 3368 consumers. Total initial active load is 230.440 pu and reactive load is 75.472 pu. The generators produce 192.030 pu initially. There are 4920 AC lines, 3086 transformers, and 3884 contingency cases. 
Processing scenario_129.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.5880102727098679;0.4552800127999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.588 pu and reactive load is 0.285 pu. The generators produce 0.455 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_118.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.6798866047275497;0.7609499943;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.680 pu and reactive load is 0.329 pu. The generators produce 0.761 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_122.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.7987086630658478;0.5523100022999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.799 pu and reactive load is 0.387 pu. The generators produce 0.552 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_112.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.8998197896673951;0.7353599943;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.900 pu and reactive load is 0.436 pu. The generators produce 0.735 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_117.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.7250118455908352;0.6930499942999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.725 pu and reactive load is 0.351 pu. The generators produce 0.693 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_130.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.913773216048122;0.7725000142999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.914 pu and reactive load is 0.443 pu. The generators produce 0.773 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_121.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.49620299305538434;0.7725000142999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.496 pu and reactive load is 0.240 pu. The generators produce 0.773 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_113.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.5643241763570905;0.45645001429999993;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.564 pu and reactive load is 0.273 pu. The generators produce 0.456 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_114.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.799536028406372;0.5408500043;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.800 pu and reactive load is 0.387 pu. The generators produce 0.541 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_120.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.6920125296395638;0.5324400103;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.692 pu and reactive load is 0.335 pu. The generators produce 0.532 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_111.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.746427334197897;0.7643400143;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.746 pu and reactive load is 0.362 pu. The generators produce 0.764 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_119.json in C3E1N00014D3;168.0;42;14;6;11;17;3;12;0.5446067118055803;0.5275000182999999;Large;Valid;This is a Large grid with 14 buses and a planning horizon of 168.0 hours. It has 6 producers and 11 consumers. Total initial active load is 0.545 pu and reactive load is 0.264 pu. The generators produce 0.528 pu initially. There are 17 AC lines, 3 transformers, and 12 contingency cases. 
Processing scenario_124.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;2.975.594.716.518.260;3.201.139.371.219.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 297.559 pu and reactive load is 144.115 pu. The generators produce 320.114 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_120.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;24.883.948.379.071.700;3.005.121.470.899.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 248.839 pu and reactive load is 120.518 pu. The generators produce 300.512 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_111.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;302.671.310.202.448;31.515.523.384.699.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 302.671 pu and reactive load is 146.590 pu. The generators produce 315.155 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_119.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;25.221.783.592.992.700;30.062.524.357.499.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 252.218 pu and reactive load is 122.155 pu. The generators produce 300.625 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_129.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;2.708.340.397.688.770;3.042.914.413.448.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 270.834 pu and reactive load is 131.171 pu. The generators produce 304.291 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_118.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;22.144.444.510.012.000;30.349.154.601.399.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 221.444 pu and reactive load is 107.250 pu. The generators produce 303.492 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_114.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;3.115.323.600.216.590;3.087.101.944.669.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 311.532 pu and reactive load is 150.882 pu. The generators produce 308.710 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_121.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;18.868.561.124.581.900;30.787.916.208.159.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 188.686 pu and reactive load is 91.385 pu. The generators produce 307.879 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_123.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;2.023.707.579.806.890;3.035.739.707.731.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 202.371 pu and reactive load is 98.013 pu. The generators produce 303.574 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_112.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;26.555.285.127.883.900;30.050.175.417.999.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 265.553 pu and reactive load is 128.613 pu. The generators produce 300.502 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_117.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;20.575.696.627.362.900;31.891.144.366.999.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 205.757 pu and reactive load is 99.653 pu. The generators produce 318.911 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_122.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;20.452.537.183.132.700;3.016.791.799.312.990;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 204.525 pu and reactive load is 99.056 pu. The generators produce 301.679 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_113.json in C3E1N01576D3;168.0;42;1576;615;1449;2227;144;219;1.509.110.531.361.170;31.847.081.938.999.900;Large;Valid;This is a Large grid with 1576 buses and a planning horizon of 168.0 hours. It has 615 producers and 1449 consumers. Total initial active load is 150.911 pu and reactive load is 73.090 pu. The generators produce 318.471 pu initially. There are 2227 AC lines, 144 transformers, and 219 contingency cases. 
Processing scenario_118.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;15.693.551.987.668.100;29.227.258.083.975.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 156.936 pu and reactive load is 76.007 pu. The generators produce 292.273 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_130.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;2.184.750.448.145.900;29.227.258.083.975.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 218.475 pu and reactive load is 105.812 pu. The generators produce 292.273 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_111.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;2.757.167.468.798.680;29.227.258.083.975.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 275.717 pu and reactive load is 133.536 pu. The generators produce 292.273 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_120.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;29.182.006.925.561.700;29.227.258.083.975.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 291.820 pu and reactive load is 141.335 pu. The generators produce 292.273 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_124.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;2.971.973.304.339.690;29.621.137.673.375.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 297.197 pu and reactive load is 143.939 pu. The generators produce 296.211 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_115.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;26.723.446.950.053.100;2.969.280.252.077.530;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 267.234 pu and reactive load is 129.428 pu. The generators produce 296.928 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_122.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;3.152.166.973.292.470;29.690.285.199.375.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 315.217 pu and reactive load is 152.666 pu. The generators produce 296.903 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_117.json in C3E1N04200D3;168.0;42;4224;478;1673;2605;2325;2313;32.166.776.549.648.600;29.577.886.151.675.300;Large;Valid;This is a Large grid with 4224 buses and a planning horizon of 168.0 hours. It has 478 producers and 1673 consumers. Total initial active load is 321.668 pu and reactive load is 155.791 pu. The generators produce 295.779 pu initially. There are 2605 AC lines, 2325 transformers, and 2313 contingency cases. 
Processing scenario_122.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;6.712.401.868.963.540;47.446.757.335;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 6.712 pu and reactive load is 3.251 pu. The generators produce 4.745 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_116.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;6.090.161.087.943.970;48.570.577.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 6.090 pu and reactive load is 2.950 pu. The generators produce 4.857 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_119.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;5.310.246.513.827.460;45.408.577.255;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 5.310 pu and reactive load is 2.572 pu. The generators produce 4.541 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_120.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;6.131.123.257.472.180;51.869.457.435;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 6.131 pu and reactive load is 2.969 pu. The generators produce 5.187 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_117.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;7.699.251.680.869.620;49.093.737.436;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 7.699 pu and reactive load is 3.729 pu. The generators produce 4.909 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_111.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;6.880.338.230.156.720;48.570.577.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 6.880 pu and reactive load is 3.332 pu. The generators produce 4.857 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_124.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;71.488.132.785.413.900;51.737.077.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 7.149 pu and reactive load is 3.462 pu. The generators produce 5.174 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_113.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;4.742.618.533.827.960;48.500.577.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 4.743 pu and reactive load is 2.297 pu. The generators produce 4.850 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_129.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;4.921.929.872.583.810;49.131.137.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 4.922 pu and reactive load is 2.384 pu. The generators produce 4.913 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_121.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;4.170.123.327.531.650;47.107.577.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 4.170 pu and reactive load is 2.020 pu. The generators produce 4.711 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_114.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;671.935.430.526.084;50.251.857.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 6.719 pu and reactive load is 3.254 pu. The generators produce 5.025 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_118.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;5.167.894.574.391.490;47.324.577.235;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 5.168 pu and reactive load is 2.503 pu. The generators produce 4.732 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_130.json in C3E1N00037D3;168.0;42;37;8;26;43;14;40;5.517.768.140.279.210;50.068.617.233;Large;Valid;This is a Large grid with 37 buses and a planning horizon of 168.0 hours. It has 8 producers and 26 consumers. Total initial active load is 5.518 pu and reactive load is 2.672 pu. The generators produce 5.007 pu initially. There are 43 AC lines, 14 transformers, and 40 contingency cases. 
Processing scenario_122.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;6.493.752.003.235.790;35.209.292.706.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 64.938 pu and reactive load is 31.451 pu. The generators produce 35.209 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_112.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;7.341.361.946.889.380;2.395.476.753.700.000;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 73.414 pu and reactive load is 35.556 pu. The generators produce 23.955 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_117.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;684.427.709.985.641;3.598.004.924.900.000;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 68.443 pu and reactive load is 33.148 pu. The generators produce 35.980 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_113.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;5.696.267.442.875.000;929.988.226;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 56.963 pu and reactive load is 27.588 pu. The generators produce 9.300 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_123.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;48.968.681.328.077.000;19.211.239.957.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 48.969 pu and reactive load is 23.717 pu. The generators produce 19.211 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_121.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;4.697.089.073.861.930;16.524.777.380.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 46.971 pu and reactive load is 22.749 pu. The generators produce 16.525 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_119.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;7.874.067.484.024.780;30.102.059.409.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 78.741 pu and reactive load is 38.136 pu. The generators produce 30.102 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_130.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;5.938.102.248.544.340;645.247.894;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 59.381 pu and reactive load is 28.760 pu. The generators produce 6.452 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_126.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;6.263.140.772.956.790;1.494.364.396;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 62.631 pu and reactive load is 30.334 pu. The generators produce 14.944 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_120.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;7.663.601.769.265.590;21.596.544.864.600.000;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 76.636 pu and reactive load is 37.117 pu. The generators produce 21.597 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_111.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;7.790.704.244.126.920;126.651.223;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 77.907 pu and reactive load is 37.732 pu. The generators produce 12.665 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_129.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;7.474.855.571.779.690;12.518.526.494.649.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 74.749 pu and reactive load is 36.202 pu. The generators produce 12.519 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_118.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;6.359.342.925.163.830;22.440.946.099.999.900;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 63.593 pu and reactive load is 30.800 pu. The generators produce 22.441 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
